country_code,year,gdp_per_capita_usd,population_total,package_key,package_name,money_total_usd,volunteer_value_usd,dalys_total,dalys_domestic_poor,dalys_domestic_nonpoor,dalys_foreign_poor,dalys_foreign_nonpoor,dalys_future_global
AFW,2023,1599.39298291654,509398589.0,C_angels_lite,Angels-lite,61104639656.56399,15281957670.0,2902690698.409432,1161076279.3637729,580538139.6818864,870807209.5228295,145134534.9204716,145134534.9204716
AFW,2023,1599.39298291654,509398589.0,D_corp_billionaire,Corporate & Billionaire Pledges,43995340552.72615,0.0,1495841578.792689,598336631.5170757,299168315.7585378,448752473.6378067,74792078.93963446,74792078.93963446
AFW,2023,1599.39298291654,509398589.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,101879717800.0,3056391534.0,1222556613.6000001,611278306.8000001,916917460.1999999,152819576.70000002,152819576.70000002
AFW,2023,1599.39298291654,509398589.0,F_solidarity_surcharges,Global Solidarity Surcharges,1629457057.5083761,0.0,42365883.495217785,16946353.398087114,8473176.699043557,12709765.048565336,2118294.1747608893,2118294.1747608893
AGO,2023,2309.53413042773,36749906.0,A_soft_norm_shift,Soft Global Norm Shift,806314040.8716024,1837495300.0,68739042.86266167,27495617.14506467,13747808.572532335,20621712.8587985,3436952.143133084,3436952.143133084
AGO,2023,2309.53413042773,36749906.0,B_tax_and_match,Tax & Match,509250973.1820648,734998120.0,37327472.795461945,14930989.118184779,7465494.559092389,11198241.838638583,1866373.6397730974,1866373.6397730974
AGO,2023,2309.53413042773,36749906.0,C_angels_lite,Angels-lite,6365637164.77581,1102497180.0,283789105.10148084,113515642.04059234,56757821.02029617,85136731.53044425,14189455.255074043,14189455.255074043
AGO,2023,2309.53413042773,36749906.0,D_corp_billionaire,Corporate & Billionaire Pledges,4583258758.638577,0.0,155830797.79371163,62332319.11748466,31166159.55874233,46749239.33811349,7791539.889685582,7791539.889685582
AGO,2023,2309.53413042773,36749906.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,7349981200.0,220499436.0,88199774.4,44099887.2,66149830.8,11024971.8,11024971.8
AGO,2023,2309.53413042773,36749906.0,F_solidarity_surcharges,Global Solidarity Surcharges,169750324.3940214,0.0,4413508.434244556,1765403.3736978227,882701.6868489113,1324052.530273367,220675.42171222784,220675.42171222784
ALB,2023,8575.17134637222,2745972.0,A_soft_norm_shift,Soft Global Norm Shift,223698213.91723397,137298600.0,9385917.161848083,3754366.8647392336,1877183.4323696168,2815775.1485544248,469295.8580924042,469295.8580924042
ALB,2023,8575.17134637222,2745972.0,B_tax_and_match,Tax & Match,141283082.4740425,54919440.0,5886075.674221275,2354430.2696885103,1177215.1348442552,1765822.7022663825,294303.7837110638,294303.7837110638
ALB,2023,8575.17134637222,2745972.0,C_angels_lite,Angels-lite,1766038530.9255314,82379160.0,70239872.2551702,28095948.90206808,14047974.45103404,21071961.67655106,3511993.61275851,3511993.61275851
ALB,2023,8575.17134637222,2745972.0,D_corp_billionaire,Corporate & Billionaire Pledges,1271547742.2663817,0.0,43232623.23705698,17293049.294822793,8646524.647411397,12969786.971117092,2161631.161852849,2161631.161852849
ALB,2023,8575.17134637222,2745972.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,549194400.0,16475832.0,6590332.800000001,3295166.4000000004,4942749.6,823791.6000000001,823791.6000000001
ALB,2023,8575.17134637222,2745972.0,F_solidarity_surcharges,Global Solidarity Surcharges,47094360.824680805,0.0,1224453.381441701,489781.3525766804,244890.6762883402,367336.0144325103,61222.66907208505,61222.66907208505
AND,2023,46812.4484486309,80856.0,A_soft_norm_shift,Soft Global Norm Shift,35958139.651743755,18925336.6588125,1426970.3840744626,570788.153629785,285394.0768148925,428091.11522233876,71348.51920372313,71348.51920372313
AND,2023,46812.4484486309,80856.0,B_tax_and_match,Tax & Match,22710403.990575,7570134.663525,908416.1596230001,363366.46384920005,181683.23192460003,272524.8478869,45420.80798115001,45420.80798115001
AND,2023,46812.4484486309,80856.0,C_angels_lite,Angels-lite,283880049.8821875,11355201.9952875,11218939.57134405,4487575.82853762,2243787.91426881,3365681.871403215,560946.9785672025,560946.9785672025
AND,2023,46812.4484486309,80856.0,D_corp_billionaire,Corporate & Billionaire Pledges,204393635.915175,0.0,6949383.62111595,2779753.44844638,1389876.72422319,2084815.086334785,347469.1810557975,347469.1810557975
AND,2023,46812.4484486309,80856.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,75701346.63525,2271040.3990575,908416.1596230001,454208.07981150004,681312.11971725,113552.01995287501,113552.01995287501
AND,2023,46812.4484486309,80856.0,F_solidarity_surcharges,Global Solidarity Surcharges,7570134.663525,0.0,196823.50125165,78729.40050066,39364.70025033,59047.050375495004,9841.1750625825,9841.1750625825
ARB,2023,7479.68809103279,482105978.0,A_soft_norm_shift,Soft Global Norm Shift,34257022251.492012,24105298900.0,1517420349.9387922,606968139.9755169,303484069.98775846,455226104.98163766,75871017.49693961,75871017.49693961
ARB,2023,7479.68809103279,482105978.0,B_tax_and_match,Tax & Match,21636014053.573902,9642119560.0,938344008.4072171,375337603.3628869,187668801.68144345,281503202.5221651,46917200.42036086,46917200.42036086
ARB,2023,7479.68809103279,482105978.0,C_angels_lite,Angels-lite,270450175669.67374,14463179340.0,10826707490.367603,4330682996.147041,2165341498.0735207,3248012247.110281,541335374.5183802,541335374.5183802
ARB,2023,7479.68809103279,482105978.0,D_corp_billionaire,Corporate & Billionaire Pledges,194724126482.16528,0.0,6620620300.39362,2648248120.157448,1324124060.078724,1986186090.1180859,331031015.019681,331031015.019681
ARB,2023,7479.68809103279,482105978.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,96421195600.0,2892635868.0,1157054347.2,578527173.6,867790760.4,144631793.4,144631793.4
ARB,2023,7479.68809103279,482105978.0,F_solidarity_surcharges,Global Solidarity Surcharges,7212004684.52464,0.0,187512121.79764065,75004848.71905626,37502424.35952813,56253636.539292194,9375606.089882033,9375606.089882033
ARE,2023,49040.6947521035,10483751.0,A_soft_norm_shift,Soft Global Norm Shift,4884239110.156569,2570652163.240299,193827173.10831857,77530869.24332742,38765434.62166371,58148151.93249557,9691358.655415928,9691358.655415928
ARE,2023,49040.6947521035,10483751.0,B_tax_and_match,Tax & Match,3084782595.8883595,1028260865.2961197,123391303.8355344,49356521.53421376,24678260.76710688,37017391.15066031,6169565.19177672,6169565.19177672
ARE,2023,49040.6947521035,10483751.0,C_angels_lite,Angels-lite,38559782448.604485,1542391297.9441795,1523882602.3688493,609553040.9475397,304776520.47376984,457164780.7106548,76194130.11844246,76194130.11844246
ARE,2023,49040.6947521035,10483751.0,D_corp_billionaire,Corporate & Billionaire Pledges,27763043362.99524,0.0,943943474.3418381,377577389.7367353,188788694.86836764,283183042.30255145,47197173.71709191,47197173.71709191
ARE,2023,49040.6947521035,10483751.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,10282608652.961197,308478259.5888359,123391303.83553436,61695651.91776718,92543477.87665077,15423912.979441795,15423912.979441795
ARE,2023,49040.6947521035,10483751.0,F_solidarity_surcharges,Global Solidarity Surcharges,1028260865.29612,0.0,26734782.49769912,10693912.999079648,5346956.499539824,8020434.749309735,1336739.124884956,1336739.124884956
ARG,2023,14187.4827252965,45538401.0,A_soft_norm_shift,Soft Global Norm Shift,6137715136.488687,3230376387.6256247,243570379.62697208,97428151.85078883,48714075.925394416,73071113.88809162,12178518.981348604,12178518.981348604
ARG,2023,14187.4827252965,45538401.0,B_tax_and_match,Tax & Match,3876451665.1507497,1292150555.0502498,155058066.60603,62023226.642412,31011613.321206,46517419.981809,7752903.3303015,7752903.3303015
ARG,2023,14187.4827252965,45538401.0,C_angels_lite,Angels-lite,48455645814.38436,1938225832.5753748,1914967122.5844705,765986849.0337882,382993424.5168941,574490136.7753412,95748356.12922353,95748356.12922353
ARG,2023,14187.4827252965,45538401.0,D_corp_billionaire,Corporate & Billionaire Pledges,34888064986.35675,0.0,1186194209.5361295,474477683.8144518,237238841.9072259,355858262.86083883,59309710.47680648,59309710.47680648
ARG,2023,14187.4827252965,45538401.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,12921505550.502499,387645166.515075,155058066.60603002,77529033.30301501,116293549.9545225,19382258.325753752,19382258.325753752
ARG,2023,14187.4827252965,45538401.0,F_solidarity_surcharges,Global Solidarity Surcharges,1292150555.05025,0.0,33595914.4313065,13438365.772522602,6719182.886261301,10078774.32939195,1679795.7215653253,1679795.7215653253
ARM,2023,8125.27395754003,2964300.0,A_soft_norm_shift,Soft Global Norm Shift,228814621.12719113,148215000.0,9802770.14930697,3921108.059722788,1960554.029861394,2940831.044792091,490138.5074653485,490138.5074653485
ARM,2023,8125.27395754003,2964300.0,B_tax_and_match,Tax & Match,144514497.55401546,59286000.0,6114014.926620465,2445605.970648186,1222802.985324093,1834204.4779861395,305700.7463310232,305700.7463310232
ARM,2023,8125.27395754003,2964300.0,C_angels_lite,Angels-lite,1806431219.4251933,88929000.0,72023688.33815736,28809475.335262943,14404737.667631472,21607106.501447205,3601184.416907868,3601184.416907868
ARM,2023,8125.27395754003,2964300.0,D_corp_billionaire,Corporate & Billionaire Pledges,1300630477.9861386,0.0,44221436.25152871,17688574.500611484,8844287.250305742,13266430.875458613,2211071.8125764355,2211071.8125764355
ARM,2023,8125.27395754003,2964300.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,592860000.0,17785800.0,7114320.0,3557160.0,5335740.0,889290.0,889290.0
ARM,2023,8125.27395754003,2964300.0,F_solidarity_surcharges,Global Solidarity Surcharges,48171499.184671804,0.0,1252458.978801467,500983.5915205868,250491.7957602934,375737.69364044006,62622.94894007335,62622.94894007335
ASM,2022,18017.4589383973,48342.0,A_soft_norm_shift,Soft Global Norm Shift,8274500.000000017,4355000.000000011,328367.0000000007,131346.80000000028,65673.40000000014,98510.10000000021,16418.350000000035,16418.350000000035
ASM,2022,18017.4589383973,48342.0,B_tax_and_match,Tax & Match,5226000.000000011,1742000.0000000047,209040.0000000005,83616.0000000002,41808.0000000001,62712.000000000146,10452.000000000025,10452.000000000025
ASM,2022,18017.4589383973,48342.0,C_angels_lite,Angels-lite,65325000.00000017,2613000.000000007,2581644.000000007,1032657.6000000029,516328.80000000144,774493.200000002,129082.20000000036,129082.20000000036
ASM,2022,18017.4589383973,48342.0,D_corp_billionaire,Corporate & Billionaire Pledges,47034000.0,0.0,1599156.0,639662.4,319831.2,479746.8,79957.8,79957.8
ASM,2022,18017.4589383973,48342.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,17420000.000000045,522600.0000000014,209040.00000000058,104520.00000000029,156780.0000000004,26130.000000000073,26130.000000000073
ASM,2022,18017.4589383973,48342.0,F_solidarity_surcharges,Global Solidarity Surcharges,1742000.0,0.0,45292.0,18116.8,9058.4,13587.6,2264.6,2264.6
ATG,2023,21494.5474000727,93316.0,A_soft_norm_shift,Soft Global Norm Shift,19054959.25925924,10028925.925925922,756181.0148148142,302472.4059259257,151236.20296296285,226854.30444444425,37809.05074074071,37809.05074074071
ATG,2023,21494.5474000727,93316.0,B_tax_and_match,Tax & Match,12034711.1111111,4011570.3703703685,481388.44444444415,192555.37777777767,96277.68888888884,144416.53333333324,24069.42222222221,24069.42222222221
ATG,2023,21494.5474000727,93316.0,C_angels_lite,Angels-lite,150433888.8888888,6017355.555555552,5945147.288888887,2378058.915555555,1189029.4577777775,1783544.1866666658,297257.36444444436,297257.36444444436
ATG,2023,21494.5474000727,93316.0,D_corp_billionaire,Corporate & Billionaire Pledges,108312399.99999972,0.0,3682621.5999999903,1473048.6399999962,736524.3199999981,1104786.479999997,184131.07999999952,184131.07999999952
ATG,2023,21494.5474000727,93316.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,40115703.70370369,1203471.1111111105,481388.44444444426,240694.22222222213,361041.33333333314,60173.55555555553,60173.55555555553
ATG,2023,21494.5474000727,93316.0,F_solidarity_surcharges,Global Solidarity Surcharges,4011570.37037036,0.0,104300.82962962936,41720.33185185175,20860.165925925874,31290.248888888804,5215.0414814814685,5215.0414814814685
AUS,2023,64835.9199754535,26652777.0,A_soft_norm_shift,Soft Global Norm Shift,16416544508.608276,8640286583.478039,651477608.3942442,260591043.3576977,130295521.67884885,195443282.51827326,32573880.419712212,32573880.419712212
AUS,2023,64835.9199754535,26652777.0,B_tax_and_match,Tax & Match,10368343900.173649,3456114633.391216,414733756.00694597,165893502.4027784,82946751.2013892,124420126.80208379,20736687.8003473,20736687.8003473
AUS,2023,64835.9199754535,26652777.0,C_angels_lite,Angels-lite,129604298752.17056,5184171950.086823,5121961886.6857815,2048784754.6743126,1024392377.3371563,1536588566.0057344,256098094.33428907,256098094.33428907
AUS,2023,64835.9199754535,26652777.0,D_corp_billionaire,Corporate & Billionaire Pledges,93315095101.56294,0.0,3172713233.4531403,1269085293.381256,634542646.690628,951813970.0359421,158635661.672657,158635661.672657
AUS,2023,64835.9199754535,26652777.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,34561146333.912155,1036834390.0173647,414733756.0069459,207366878.00347295,311050317.0052094,51841719.50086824,51841719.50086824
AUS,2023,64835.9199754535,26652777.0,F_solidarity_surcharges,Global Solidarity Surcharges,3456114633.3912206,0.0,89858980.46817175,35943592.1872687,17971796.09363435,26957694.140451524,4492949.023408587,4492949.023408587
AUT,2023,56033.573792065,9131761.0,A_soft_norm_shift,Soft Global Norm Shift,4861009436.527512,2558426019.225006,192905321.84956545,77162128.73982619,38581064.369913094,57871596.55486963,9645266.092478273,9645266.092478273
AUT,2023,56033.573792065,9131761.0,B_tax_and_match,Tax & Match,3070111223.0700073,1023370407.6900026,122804448.9228003,49121779.569120124,24560889.784560062,36841334.67684009,6140222.4461400155,6140222.4461400155
AUT,2023,56033.573792065,9131761.0,C_angels_lite,Angels-lite,38376390288.37509,1535055611.535004,1516634944.1965837,606653977.6786336,303326988.8393168,454990483.2589751,75831747.2098292,75831747.2098292
AUT,2023,56033.573792065,9131761.0,D_corp_billionaire,Corporate & Billionaire Pledges,27631001007.630054,0.0,939454034.2594218,375781613.70376873,187890806.85188437,281836210.27782655,46972701.71297109,46972701.71297109
AUT,2023,56033.573792065,9131761.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,10233704076.900024,307011122.30700076,122804448.9228003,61402224.46140015,92103336.69210023,15350556.115350038,15350556.115350038
AUT,2023,56033.573792065,9131761.0,F_solidarity_surcharges,Global Solidarity Surcharges,1023370407.690002,0.0,26607630.599940054,10643052.239976022,5321526.119988011,7982289.179982016,1330381.5299970028,1330381.5299970028
AZE,2023,7133.02838048328,10153958.0,A_soft_norm_shift,Soft Global Norm Shift,688070470.5882349,507697900.0,31089977.63529411,12435991.054117644,6217995.527058822,9326993.290588232,1554498.8817647055,1554498.8817647055
AZE,2023,7133.02838048328,10153958.0,B_tax_and_match,Tax & Match,434570823.52941155,203079160.0,19129499.505882345,7651799.802352939,3825899.9011764694,5738849.851764703,956474.9752941174,956474.9752941174
AZE,2023,7133.02838048328,10153958.0,C_angels_lite,Angels-lite,5432135294.117643,304618740.0,217996653.29647046,87198661.3185882,43599330.6592941,65398995.98894113,10899832.664823525,10899832.664823525
AZE,2023,7133.02838048328,10153958.0,D_corp_billionaire,Corporate & Billionaire Pledges,3911137411.7647066,0.0,132978672.00000003,53191468.80000001,26595734.400000006,39893601.60000001,6648933.6000000015,6648933.6000000015
AZE,2023,7133.02838048328,10153958.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,2030791600.0,60923748.0,24369499.200000003,12184749.600000001,18277124.4,3046187.4000000004,3046187.4000000004
AZE,2023,7133.02838048328,10153958.0,F_solidarity_surcharges,Global Solidarity Surcharges,144856941.17647064,0.0,3766280.470588237,1506512.188235295,753256.0941176475,1129884.141176471,188314.02352941188,188314.02352941188
BDI,2023,192.074305359351,13689450.0,A_soft_norm_shift,Soft Global Norm Shift,24979220.1952649,684472500.0,18445744.725076888,7378297.890030756,3689148.945015378,5533723.4175230665,922287.2362538445,922287.2362538445
BDI,2023,192.074305359351,13689450.0,B_tax_and_match,Tax & Match,15776349.59700941,273789000.0,8686960.487910282,3474784.195164113,1737392.0975820564,2606088.1463730843,434348.0243955141,434348.0243955141
BDI,2023,192.074305359351,13689450.0,C_angels_lite,Angels-lite,197204369.96261758,410683500.0,23099739.05857947,9239895.623431789,4619947.811715894,6929921.717573841,1154986.9529289736,1154986.9529289736
BDI,2023,192.074305359351,13689450.0,D_corp_billionaire,Corporate & Billionaire Pledges,141987146.37308478,0.0,4827562.976684882,1931025.190673953,965512.5953369765,1448268.8930054647,241378.14883424412,241378.14883424412
BDI,2023,192.074305359351,13689450.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,2737890000.0,82136700.0,32854680.0,16427340.0,24641010.0,4106835.0,4106835.0
BDI,2023,192.074305359351,13689450.0,F_solidarity_surcharges,Global Solidarity Surcharges,5258783.199003141,0.0,136728.3631740817,54691.34526963268,27345.67263481634,41018.5089522245,6836.418158704085,6836.418158704085
BEL,2023,54690.0942734964,11787423.0,A_soft_norm_shift,Soft Global Norm Shift,6124225113.560008,3223276375.5578985,243035038.71706557,97214015.48682624,48607007.74341312,72910511.61511967,12151751.93585328,12151751.93585328
BEL,2023,54690.0942734964,11787423.0,B_tax_and_match,Tax & Match,3867931650.6694784,1289310550.2231596,154717266.02677915,61886906.41071166,30943453.20535583,46415179.80803374,7735863.301338958,7735863.301338958
BEL,2023,54690.0942734964,11787423.0,C_angels_lite,Angels-lite,48349145633.36848,1933965825.3347392,1910758235.4307222,764303294.1722889,382151647.08614445,573227470.6292167,95537911.77153611,95537911.77153611
BEL,2023,54690.0942734964,11787423.0,D_corp_billionaire,Corporate & Billionaire Pledges,34811384856.02532,0.0,1183587085.104861,473434834.04194444,236717417.02097222,355076125.5314583,59179354.255243056,59179354.255243056
BEL,2023,54690.0942734964,11787423.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,12893105502.231594,386793165.0669479,154717266.02677915,77358633.01338957,116037949.52008437,19339658.253347393,19339658.253347393
BEL,2023,54690.0942734964,11787423.0,F_solidarity_surcharges,Global Solidarity Surcharges,1289310550.22316,0.0,33522074.30580216,13408829.722320864,6704414.861160432,10056622.291740647,1676103.715290108,1676103.715290108
BEN,2023,1394.17784663045,14111034.0,A_soft_norm_shift,Soft Global Norm Shift,186896264.46056616,705551700.0,23203647.07597472,9281458.830389889,4640729.4151949445,6961094.122792416,1160182.3537987361,1160182.3537987361
BEN,2023,1394.17784663045,14111034.0,B_tax_and_match,Tax & Match,118039745.97509442,282220680.0,12007812.779252833,4803125.111701134,2401562.555850567,3602343.8337758495,600390.6389626417,600390.6389626417
BEN,2023,1394.17784663045,14111034.0,C_angels_lite,Angels-lite,1475496824.68868,423331020.0,72155458.09816985,28862183.23926794,14431091.61963397,21646637.429450955,3607772.9049084927,3607772.9049084927
BEN,2023,1394.17784663045,14111034.0,D_corp_billionaire,Corporate & Billionaire Pledges,1062357713.7758514,0.0,36120162.26837894,14448064.907351578,7224032.453675789,10836048.680513682,1806008.1134189472,1806008.1134189472
BEN,2023,1394.17784663045,14111034.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,2822206800.0,84666204.0,33866481.6,16933240.8,25399861.2,4233310.2,4233310.2
BEN,2023,1394.17784663045,14111034.0,F_solidarity_surcharges,Global Solidarity Surcharges,39346581.9916982,0.0,1023011.1317841532,409204.4527136613,204602.22635683065,306903.33953524596,51150.55658920766,51150.55658920766
BFA,2023,882.689810086163,23025776.0,A_soft_norm_shift,Soft Global Norm Shift,193083869.52300197,1151288800.0,34953689.40759805,13981475.76303922,6990737.88151961,10486106.822279414,1747684.4703799025,1747684.4703799025
BFA,2023,882.689810086163,23025776.0,B_tax_and_match,Tax & Match,121947707.06715915,460515520.0,17473896.812014777,6989558.724805911,3494779.3624029555,5242169.043604433,873694.8406007389,873694.8406007389
BFA,2023,882.689810086163,23025776.0,C_angels_lite,Angels-lite,1524346338.3394897,690773280.0,84174545.49690062,33669818.19876025,16834909.099380124,25252363.649070185,4208727.274845031,4208727.274845031
BFA,2023,882.689810086163,23025776.0,D_corp_billionaire,Corporate & Billionaire Pledges,1097529363.6044312,0.0,37315998.36255066,14926399.345020264,7463199.672510132,11194799.508765198,1865799.918127533,1865799.918127533
BFA,2023,882.689810086163,23025776.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,4605155200.0,138154656.0,55261862.400000006,27630931.200000003,41446396.8,6907732.800000001,6907732.800000001
BFA,2023,882.689810086163,23025776.0,F_solidarity_surcharges,Global Solidarity Surcharges,40649235.689053,0.0,1056880.127915378,422752.0511661512,211376.0255830756,317064.0383746134,52844.0063957689,52844.0063957689
BGD,2023,2551.01773827307,171466990.0,A_soft_norm_shift,Soft Global Norm Shift,4155445663.673765,8573349500.0,330948674.2555179,132379469.70220716,66189734.85110358,99284602.27665536,16547433.712775895,16547433.712775895
BGD,2023,2551.01773827307,171466990.0,B_tax_and_match,Tax & Match,2624491998.1097465,3429339800.0,181614953.9432924,72645981.57731697,36322990.788658485,54484486.18298772,9080747.697164621,9080747.697164621
BGD,2023,2551.01773827307,171466990.0,C_angels_lite,Angels-lite,32806149976.37183,5144009700.0,1442106067.7021294,576842427.0808518,288421213.5404259,432631820.3106388,72105303.38510647,72105303.38510647
BGD,2023,2551.01773827307,171466990.0,D_corp_billionaire,Corporate & Billionaire Pledges,23620427982.987717,0.0,803094551.4215825,321237820.568633,160618910.2843165,240928365.42647472,40154727.57107913,40154727.57107913
BGD,2023,2551.01773827307,171466990.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,34293398000.0,1028801940.0,411520776.0,205760388.0,308640582.0,51440097.0,51440097.0
BGD,2023,2551.01773827307,171466990.0,F_solidarity_surcharges,Global Solidarity Surcharges,874830666.036582,0.0,22745597.316951133,9098238.926780453,4549119.4633902265,6823679.19508534,1137279.8658475566,1137279.8658475566
BGR,2023,15883.8618545581,6446596.0,A_soft_norm_shift,Soft Global Norm Shift,972769982.8133951,511984201.4807341,38603608.79164736,15441443.516658945,7720721.7583294725,11581082.637494208,1930180.4395823681,1930180.4395823681
BGR,2023,15883.8618545581,6446596.0,B_tax_and_match,Tax & Match,614381041.7768811,204793680.59229365,24575241.671075244,9830096.668430097,4915048.334215049,7372572.501322573,1228762.0835537622,1228762.0835537622
BGR,2023,15883.8618545581,6446596.0,C_angels_lite,Angels-lite,7679763022.211011,307190520.88844043,303504234.6377791,121401693.85511166,60700846.92755583,91051270.39133373,15175211.731888957,15175211.731888957
BGR,2023,15883.8618545581,6446596.0,D_corp_billionaire,Corporate & Billionaire Pledges,5529429375.991939,0.0,188000598.78372592,75200239.51349036,37600119.75674518,56400179.63511778,9400029.939186295,9400029.939186295
BGR,2023,15883.8618545581,6446596.0,E_volunteer_talent,Volunteer & Talent Surge,0.0,2047936805.9229364,61438104.17768809,24575241.67107524,12287620.83553762,18431431.253306426,3071905.208884405,3071905.208884405
BGR,2023,15883.8618545581,6446596.0,F_solidarity_surcharges,Global Solidarity Surcharges,204793680.592294,0.0,5324635.695399644,2129854.2781598577,1064927.1390799289,1597390.708619893,266231.7847699822,266231.7847699822
BHR,2023,29290.1284215098,1577059.0,A_soft_norm_shift,Soft Global Norm Shift,438826476.0638294,230961303.1914891,17414482.26063828,6965792.904255313,3482896.4521276564,5224344.678191484,870724.1130319141,870724.1130319141
